Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
University of Florida,832,6680,73.19711538461539,95,1.3687745192307692,USA,Academic
University of California Los Angeles,823,7402,65.61360874848117,96,1.8837885783718107,USA,Academic
University of Maryland College Park,820,9157,71.70731707317073,97,1.5818003658536588,USA,Academic
University of Groningen,810,8567,76.66666666666667,98,1.9271800000000001,NETHERLANDS,Academic
Wuhan University,807,8235,82.8996282527881,99,1.7280349442379184,CHINA MAINLAND,Academic
University of Minnesota Twin Cities,806,7978,73.94540942928039,100,1.7103240694789084,USA,Academic
Durham University,804,6252,63.80597014925373,101,1.6826492537313436,ENGLAND,Academic
Pennsylvania State University - University Park,788,6511,70.93908629441624,102,1.4280776649746192,USA,Academic
University of Tokyo,783,3939,64.4955300127714,103,0.9166486590038314,JAPAN,Academic
University of Oslo,782,6527,67.51918158567774,104,1.622468158567775,NORWAY,Academic
KU Leuven,780,6859,75.38461538461539,105,1.9079896153846154,BELGIUM,Academic
Queensland University of Technology (QUT),780,7488,82.6923076923077,105,1.749938205128205,AUSTRALIA,Academic
INRAE,780,9243,83.84615384615385,105,1.8047279487179488,FRANCE,National Academy
Zhejiang University,773,7032,80.85381630012937,108,1.5954315653298836,CHINA MAINLAND,Academic
Stanford University,767,10505,73.27249022164276,109,2.4988959582790096,USA,Academic
Polytechnic University of Milan,765,6561,67.05882352941175,110,1.794742483660131,ITALY,Academic
Utah System of Higher Education,759,7320,75.6258234519104,111,1.8387191040843216,USA,Academic System
Rutgers State University New Brunswick,758,5442,64.64379947229551,112,1.2603403693931399,USA,Academic
University of North Carolina Chapel Hill,754,4761,63.12997347480106,113,1.2959846153846155,USA,Academic
Norwegian University of Science & Technology (NTNU),745,5910,78.12080536912752,114,1.404096912751678,NORWAY,Academic
Humboldt University of Berlin,742,9286,76.41509433962264,115,1.9564125336927225,GERMANY (FED REP GER),Academic
University of Colorado Boulder,736,7745,69.02173913043478,116,1.7498577445652175,USA,Academic
Royal Institute of Technology,732,6993,81.83060109289617,117,1.7316800546448088,SWEDEN,Academic
University of Gothenburg,720,5931,76.94444444444444,118,1.5553734722222226,SWEDEN,Academic
Southeast University - China,717,6084,83.40306834030683,119,1.5710479776847976,CHINA MAINLAND,Academic
Virginia Polytechnic Institute & State University,715,5388,67.13286713286713,120,1.3977737062937063,USA,Academic
University of California Davis,712,7037,71.48876404494382,121,1.6521832865168542,USA,Academic
University of Glasgow,712,4417,62.92134831460674,121,1.48301797752809,SCOTLAND,Academic
University of Johannesburg,711,3289,66.9479606188467,123,1.1285087201125177,SOUTH AFRICA,Academic
University of Massachusetts System,710,4560,62.81690140845071,124,1.339600985915493,USA,Academic System
University of Nottingham,709,5373,67.41889985895627,125,1.4665581100141045,ENGLAND,Academic
Nanyang Technological University,699,4395,61.23032904148784,126,1.0898213161659513,SINGAPORE,Academic
Nanyang Technological University & National Institute of Education (NIE) Singapore,699,4395,61.23032904148784,126,1.0898213161659513,SINGAPORE,Academic
University of Arizona,697,6120,69.01004304160688,128,1.6038364418938307,USA,Academic
Chinese University of Hong Kong,692,4482,63.150289017341045,129,1.2691880057803469,HONG KONG,Academic
University of Bristol,681,3767,56.6813509544787,130,1.2711083700440529,ENGLAND,Academic
New York University,677,3295,57.31166912850812,131,0.9851267355982276,USA,Academic
Sun Yat Sen University,676,7383,78.55029585798816,132,1.93105724852071,CHINA MAINLAND,Academic
University of East Anglia,675,9090,69.62962962962963,133,2.4564631111111113,ENGLAND,Academic
Seoul National University (SNU),671,3480,72.72727272727273,134,0.9894584202682564,SOUTH KOREA,Academic
Beijing Normal University,670,8108,78.80597014925374,135,1.7675994029850746,CHINA MAINLAND,Academic
University of Pennsylvania,661,3275,58.09379727685325,136,1.0835556732223903,USA,Academic
Egyptian Knowledge Bank (EKB),661,3184,67.17095310136158,136,1.1832405446293497,EGYPT,Government
University of Auckland,654,3967,67.88990825688074,138,1.5785408256880735,NEW ZEALAND,Academic
Swedish University of Agricultural Sciences,649,7475,88.59784283513096,139,1.8497770416024655,SWEDEN,Academic
Universidad Nacional Autonoma de Mexico,649,2333,53.15870570107858,139,0.59341124807396,MEXICO,Academic
University of Western Australia,648,5985,70.83333333333334,141,1.5903810185185185,AUSTRALIA,Academic
Sapienza University Rome,645,5803,73.64341085271317,142,1.7328582945736435,ITALY,Academic
University of Liverpool,643,3914,64.69673405909798,143,1.5289017107309486,ENGLAND,Academic
York University - Canada,642,3297,58.87850467289719,144,1.3272024922118382,CANADA,Academic
Universidad Politecnica de Madrid,641,4129,71.9188767550702,145,1.2744769110764431,SPAIN,Academic
HSE University (National Research University Higher School of Economics),640,2783,58.4375,146,1.3658653125,RUSSIA,Academic
University of Montreal,629,4593,75.83465818759937,147,1.3191308426073134,CANADA,Academic
University of Alberta,624,4211,69.87179487179486,148,1.2509158653846153,CANADA,Academic
Aarhus University,621,7314,76.48953301127214,149,1.913118035426731,DENMARK,Academic
University of Tasmania,620,5586,68.54838709677419,150,1.840767741935484,AUSTRALIA,Academic
Purdue University System,615,5530,75.60975609756098,151,1.5962895934959351,USA,Academic System
Yale University,613,6415,62.15334420880914,152,1.787879771615008,USA,Academic
Purdue University,611,5530,76.10474631751228,153,1.6067399345335516,USA,Academic
University of London School Oriental & African Studies (SOAS),610,2366,45.90163934426229,154,1.0424360655737706,ENGLAND,Academic
Deakin University,607,3433,64.57990115321252,155,1.0187718286655683,AUSTRALIA,Academic
University of Granada,605,4005,72.39669421487604,156,1.285781487603306,SPAIN,Academic
Purdue University West Lafayette Campus,601,5519,76.53910149750416,157,1.6250788685524127,USA,Academic
United States Department of Energy (DOE),599,13664,85.80968280467445,158,2.9424200333889816,USA,Government
Uppsala University,595,4632,73.94957983193278,159,1.5729285714285715,SWEDEN,Academic
PSL Research University Paris (ComUE),594,3661,54.882154882154886,160,1.2549671717171718,FRANCE,Academic
Indiana University System,591,4584,58.71404399323181,161,1.1559172588832487,USA,Academic System
University of Tennessee System,590,5572,73.38983050847457,162,1.5891245762711865,USA,Academic System
Duke University,582,5403,64.26116838487972,163,1.5736888316151205,USA,Academic
City University of Hong Kong,582,4775,77.31958762886599,163,1.6843568728522338,HONG KONG,Academic
Pontificia Universidad Catolica de Chile,576,3795,70.13888888888889,165,1.2072489583333335,CHILE,Academic
Simon Fraser University,575,5284,69.91304347826087,166,1.996031652173913,CANADA,Academic
Colorado State University,574,6329,78.22299651567944,167,1.7172940766550524,USA,Academic
Wuhan University of Technology,573,2042,40.83769633507853,168,0.6993738219895289,CHINA MAINLAND,Academic
University of Technology Sydney,573,4498,71.02966841186736,168,1.6060568935427575,AUSTRALIA,Academic
Lancaster University,572,6473,72.02797202797203,170,1.912253146853147,ENGLAND,Academic
Macquarie University,570,4074,65.08771929824562,171,1.2864342105263158,AUSTRALIA,Academic
University of Antwerp,565,5077,78.05309734513274,172,1.4871881415929205,BELGIUM,Academic
University of Tennessee Knoxville,565,5525,74.86725663716814,172,1.6462486725663719,USA,Academic
University of Sevilla,563,3074,65.36412078152753,174,0.8826170515097691,SPAIN,Academic
University of Bologna,562,3055,64.05693950177937,175,1.119937722419929,ITALY,Academic
Technical University of Munich,562,4911,80.96085409252669,175,1.7104460854092527,GERMANY (FED REP GER),Academic
University of Reading,558,5785,74.73118279569893,177,1.9717179211469538,ENGLAND,Academic
United States Department of Agriculture (USDA),558,7097,86.73835125448028,177,1.7372817204301076,USA,Government
University of Naples Federico II,557,4294,64.4524236983842,179,1.314789048473968,ITALY,Academic
Technical University of Berlin,556,7403,84.17266187050359,180,2.3603235611510796,GERMANY (FED REP GER),Academic
Universite Gustave-Eiffel,553,4530,76.67269439421338,181,1.570547377938517,FRANCE,Academic
University of Southampton,552,6732,82.2463768115942,182,1.9890255434782609,ENGLAND,Academic
University of Hawaii System,551,4946,63.70235934664247,183,1.688984936479129,USA,Academic System
Universiti Teknologi MARA,549,669,38.79781420765027,184,1.0424573770491805,MALAYSIA,Academic
University of California Santa Barbara,548,6147,73.72262773722628,185,1.9777722627737229,USA,Academic
Georgia Institute of Technology,547,5239,78.24497257769653,186,1.5590032906764169,USA,Academic
Johns Hopkins University,546,3290,57.692307692307686,187,1.300810989010989,USA,Academic
Stellenbosch University,546,4026,66.48351648351648,187,1.2125641025641027,SOUTH AFRICA,Academic
University of Warwick,539,3545,58.998144712430424,189,1.2913721706864565,ENGLAND,Academic
Curtin University,537,3944,74.86033519553072,190,1.367298696461825,AUSTRALIA,Academic
Shanghai Jiao Tong University,536,5628,80.78358208955224,191,2.342759328358209,CHINA MAINLAND,Academic
University of Gottingen,531,4965,82.10922787193974,192,1.6894080979284372,GERMANY (FED REP GER),Academic
University of Barcelona,530,3742,64.33962264150944,193,1.1735101886792454,SPAIN,Academic
Free University of Berlin,528,2551,63.63636363636363,194,1.0979289772727272,GERMANY (FED REP GER),Academic
University of Georgia,526,4331,74.1444866920152,195,1.6131802281368823,USA,Academic
Nanjing University,524,4766,77.86259541984732,196,1.6103774809160305,CHINA MAINLAND,Academic
Consiglio Nazionale delle Ricerche (CNR),521,3961,80.03838771593091,197,1.5875886756238002,ITALY,Research Council
Princeton University,519,5926,53.5645472061657,198,1.7050015414258188,USA,Academic
George Mason University,518,3379,56.75675675675676,199,1.141065444015444,USA,Academic
Radboud University Nijmegen,517,3989,73.69439071566731,200,1.4735199226305609,NETHERLANDS,Academic
Kyoto University,515,2457,58.252427184466015,201,0.84941786407767,JAPAN,Academic
University of Adelaide,512,3612,69.140625,202,1.352202734375,AUSTRALIA,Academic
University College Dublin,512,3092,73.2421875,202,1.2735166015625001,IRELAND,Academic
University of Pretoria,509,3113,60.314341846758346,204,0.9348634577603143,SOUTH AFRICA,Academic
Chalmers University of Technology,505,7121,87.92079207920793,205,2.5132445544554454,SWEDEN,Academic
University of Bern,505,5590,72.47524752475248,205,1.8775895049504951,SWITZERLAND,Academic
North Carolina State University,500,4025,79.4,207,1.3533514,USA,Academic
Oregon State University,500,4567,76.0,207,1.4252730000000002,USA,Academic
University of Ottawa,497,2703,61.56941649899397,209,1.0551957746478875,CANADA,Academic
Universitat Politecnica de Valencia,497,2778,71.0261569416499,209,1.188372837022133,SPAIN,Academic
Aalborg University,496,3591,80.04032258064517,211,1.448217741935484,DENMARK,Academic
Indiana University Bloomington,495,3901,57.77777777777777,212,1.190878585858586,USA,Academic
Leiden University,494,3076,58.097165991902834,213,1.1921872469635628,NETHERLANDS,Academic
Commonwealth Scientific & Industrial Research Organisation (CSIRO),494,14326,92.91497975708502,213,4.1901791497975704,AUSTRALIA,Government
University of Hamburg,488,4558,69.87704918032787,215,1.7437227459016396,GERMANY (FED REP GER),Academic
University of Valencia,485,3359,75.87628865979381,216,1.32346412371134,SPAIN,Academic
Western Sydney University,482,3112,65.35269709543569,217,1.3893479253112033,AUSTRALIA,Academic
Polytechnic University of Turin,480,2543,71.04166666666667,218,1.5066804166666665,ITALY,Academic
University of California Irvine,479,5113,62.21294363256785,219,1.6101083507306888,USA,Academic
University of Southern California,479,3302,65.34446764091858,219,1.537019415448852,USA,Academic
University of Warsaw,473,1779,52.21987315010571,221,0.7613010570824525,POLAND,Academic
Charles University Prague,470,2359,67.23404255319149,222,0.9620834042553192,CZECH REPUBLIC,Academic
Loughborough University,470,3315,70.2127659574468,222,1.5889665957446808,ENGLAND,Academic
CNRS - Institute for Humanities & Social Sciences (INSHS),470,1863,48.723404255319146,222,0.6684717021276596,FRANCE,Research Institute
University of Zurich,469,4410,74.20042643923242,225,2.1871607675906186,SWITZERLAND,Academic
Institut de Recherche pour le Developpement (IRD),469,4571,71.21535181236673,225,1.3813012793176973,FRANCE,Government
Imperial College London,468,7024,81.62393162393163,227,2.3884596153846154,ENGLAND,Academic
University of Kwazulu Natal,465,1984,57.8494623655914,228,0.7524101075268818,SOUTH AFRICA,Academic
"Jawaharlal Nehru University, New Delhi",465,777,31.827956989247312,228,0.5565756989247312,INDIA,Academic
Complutense University of Madrid,465,3119,61.0752688172043,228,1.0824498924731183,SPAIN,Academic
Renmin University of China,464,2836,72.84482758620689,231,1.1501799568965516,CHINA MAINLAND,Academic
University of Twente,463,5653,83.58531317494601,232,2.0889619870410367,NETHERLANDS,Academic
University of Calgary,463,2306,62.20302375809935,232,1.1359179265658748,CANADA,Academic
University of Bonn,460,4185,76.52173913043478,234,1.404523695652174,GERMANY (FED REP GER),Academic
University of Wollongong,459,3577,71.24183006535948,235,1.6737666666666668,AUSTRALIA,Academic
Masaryk University Brno,459,1832,55.99128540305011,235,0.8825618736383443,CZECH REPUBLIC,Academic
Universite Paris Saclay,458,7909,79.25764192139738,237,2.3395868995633187,FRANCE,Academic
Norwegian University of Life Sciences,457,5802,87.08971553610503,238,2.0684424507658643,NORWAY,Academic
University of Otago,455,2448,69.67032967032966,239,1.15648,NEW ZEALAND,Academic
East China Normal University,449,4484,82.62806236080178,240,1.7612385300668152,CHINA MAINLAND,Academic
George Washington University,448,1797,49.107142857142854,241,1.1245926339285715,USA,Academic
University of Quebec,447,2802,70.02237136465325,242,1.0758917225950784,CANADA,Academic System
University of Belgrade,447,1727,61.297539149888145,242,0.735482774049217,SERBIA,Academic
Universidade Federal do Rio de Janeiro,446,1946,52.91479820627802,244,0.7489065022421526,BRAZIL,Academic
University of Chicago,444,2753,51.57657657657657,245,1.1342871621621622,USA,Academic
Carleton University,443,2211,53.95033860045147,246,1.1626851015801356,CANADA,Academic
University of Turin,442,4044,73.07692307692307,247,1.4688305429864255,ITALY,Academic
University of Utah,440,4490,79.0909090909091,248,1.7462686363636364,USA,Academic
University of Vienna,440,2987,60.68181818181818,248,1.5247295454545458,AUSTRIA,Academic
Dalhousie University,440,3060,68.4090909090909,248,1.4933675000000002,CANADA,Academic
University of Bodenkultur Wien,439,4799,83.5990888382688,251,1.884800227790433,AUSTRIA,Academic
Chinese Academy of Social Sciences,438,1131,37.67123287671233,252,0.5209974885844749,CHINA MAINLAND,Research Institute
University of Padua,438,2688,72.14611872146118,252,1.431633105022831,ITALY,Academic
University of York - UK,438,4248,69.40639269406392,252,1.7412011415525115,ENGLAND,Academic
Universidade de Coimbra,436,1715,55.73394495412845,255,0.9510928899082569,PORTUGAL,Academic
University of St Andrews,436,5276,68.11926605504587,255,1.823020871559633,SCOTLAND,Academic
Universite de Montpellier,435,3903,75.63218390804597,257,1.568705747126437,FRANCE,Academic
Universiti Malaya,433,2279,58.429561200923786,258,0.8507551963048499,MALAYSIA,Academic
James Cook University,431,5979,80.51044083526682,259,2.1544566125290023,AUSTRALIA,Academic
University of Zagreb,426,1021,50.93896713615024,260,0.7175575117370893,CROATIA,Academic
University of Missouri System,426,2051,68.54460093896714,260,0.9277765258215962,USA,Academic System
Hebrew University of Jerusalem,424,2103,57.54716981132076,262,0.8644719339622642,ISRAEL,Academic
Consejo Superior de Investigaciones Cientificas (CSIC),424,6114,88.20754716981132,262,2.1948910377358493,SPAIN,Research Council
University of Oregon,423,2727,58.392434988179666,264,1.4005853427895982,USA,Academic
Universidade do Porto,423,2404,66.19385342789597,264,1.247269976359338,PORTUGAL,Academic
University of Hawaii Manoa,422,3704,64.21800947867298,266,1.6994061611374407,USA,Academic
European Commission Joint Research Centre,418,8157,87.5598086124402,267,2.9936325358851676,BELGIUM,Government
University of Illinois Chicago,416,2489,61.057692307692314,268,1.5353658653846156,USA,Academic
Aalto University,416,4262,79.8076923076923,268,1.8987141826923077,FINLAND,Academic
Helmholtz Center for Environmental Research (UFZ),416,6668,86.0576923076923,268,2.306090625,GERMANY (FED REP GER),Nonprofit
Florida International University,414,1994,58.454106280193244,271,0.9635814009661836,USA,Academic
University of Illinois Chicago Hospital,414,2469,60.86956521739131,271,1.5362867149758457,USA,Health
Yonsei University,413,1888,71.1864406779661,273,0.7056634382566587,SOUTH KOREA,Academic
Aix-Marseille Universite,413,2280,43.583535108958834,273,0.7920179176755449,FRANCE,Academic
Technical University of Denmark,412,4596,90.53398058252428,275,2.0383667475728156,DENMARK,Academic
University of South Australia,411,3388,72.99270072992701,276,1.2525041362530416,AUSTRALIA,Academic
Vrije Universiteit Brussel,410,2664,70.97560975609755,277,1.5682900000000002,BELGIUM,Academic
University of Central Florida,408,6173,87.5,278,2.45316568627451,USA,Academic
University of Massachusetts Amherst,407,2771,70.51597051597052,279,1.2796049140049142,USA,Academic
Maastricht University,407,2544,63.882063882063875,279,1.2881523341523342,NETHERLANDS,Academic
Royal Holloway University London,407,2144,58.96805896805897,279,1.4509950859950862,ENGLAND,Academic
Georgetown University,406,1160,39.90147783251231,282,0.9822463054187193,USA,Academic
China University of Geosciences,406,3401,87.93103448275862,282,1.6087450738916258,CHINA MAINLAND,Academic
Victoria University Wellington,404,2611,67.32673267326733,284,1.2839559405940595,NEW ZEALAND,Academic
Portland State University,402,3507,73.88059701492537,285,1.3575363184079603,USA,Academic
Boston University,401,5301,57.356608478803,286,2.1684825436408977,USA,Academic
University of Aberdeen,401,5499,63.591022443890274,286,1.8805615960099753,SCOTLAND,Academic
University of Connecticut,399,2300,67.91979949874687,288,0.9423904761904762,USA,Academic
University of Ghana,399,2575,73.93483709273183,288,1.1392992481203008,GHANA,Academic
Louisiana State University System,398,2200,68.34170854271356,290,0.9199623115577891,USA,Academic System
University of Buenos Aires,397,829,39.29471032745592,291,0.47643375314861464,ARGENTINA,Academic
Iowa State University,396,2951,72.97979797979798,292,1.2394719696969698,USA,Academic
Fudan University,396,2526,75.0,292,1.4631679292929296,CHINA MAINLAND,Academic
Harbin Institute of Technology,396,3446,77.77777777777779,292,1.440824494949495,CHINA MAINLAND,Academic
Tel Aviv University,395,1883,59.49367088607595,295,1.0006508860759495,ISRAEL,Academic
United States Forest Service,395,5341,87.84810126582279,295,1.8762524050632914,USA,Government
American University,394,1548,49.746192893401016,297,0.9224535532994924,USA,Academic
University of Virginia,394,2479,60.659898477157356,297,1.1251812182741119,USA,Academic
Universidad de Chile,392,2614,67.60204081632652,299,1.1579885204081632,CHILE,Academic
Bucharest University of Economic Studies,392,1582,54.08163265306123,299,0.9059614795918368,ROMANIA,Academic
University of Eastern Finland,391,2593,74.93606138107417,301,1.4375148337595909,FINLAND,Academic
Louisiana State University,389,2163,68.12339331619538,302,0.9249650385604113,USA,Academic
University of Kent,387,3442,58.91472868217055,303,1.726429974160207,ENGLAND,Academic
State University of New York (SUNY) Buffalo,383,3378,68.1462140992167,304,1.5432626631853787,USA,Academic
University of Ljubljana,383,2610,65.0130548302872,304,0.959095039164491,SLOVENIA,Academic
Eindhoven University of Technology,382,4067,84.81675392670157,306,1.8655458115183248,NETHERLANDS,Academic
University of Florence,381,2497,77.95275590551181,307,1.5655842519685041,ITALY,Academic
Hungarian Academy of Sciences,381,2105,52.23097112860893,307,1.0199049868766403,HUNGARY,National Academy
International Food Policy Research Institute (IFPRI),380,3674,76.05263157894737,309,1.6201236842105264,USA,Nonprofit
AgroParisTech,379,3943,82.32189973614776,310,1.3917192612137204,FRANCE,Academic
Polytechnic University of Catalonia,379,2452,70.44854881266491,310,1.4404976253298154,SPAIN,Academic
University of South Florida,378,4654,75.66137566137566,312,1.758261111111111,USA,Academic
Korea University,377,2040,72.94429708222812,313,0.7097612732095492,SOUTH KOREA,Academic
