Name,Country or Region,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Organization Type
Institute of High Performance Computing (IHPC),SINGAPORE,126,981,71.42857142857143,2195,1.277454761904762,Research Institute
Indian Institute of Space Science & Technology,INDIA,126,644,69.04761904761905,2195,1.4304833333333333,Academic
Airbus France S.A.S.,FRANCE,126,1353,73.01587301587301,2195,1.394136507936508,Corporate
Iuliu Hatieganu University of Medicine & Pharmacy,ROMANIA,126,1840,89.68253968253968,2195,1.5305666666666669,Academic
Universidade Federal do ABC (UFABC),BRAZIL,125,2086,73.6,2203,1.88782,Academic
University of New England,AUSTRALIA,125,1338,87.2,2203,1.5455640000000002,Academic
ShenZhen Polytechnic,CHINA MAINLAND,125,563,72.8,2203,0.6387344,Academic
University of Gdansk,POLAND,125,1172,82.39999999999999,2203,1.1059616,Academic
University of Brighton,ENGLAND,125,1289,90.4,2203,1.396952,Academic
Kafrelsheikh University,EGYPT,125,1055,85.6,2203,1.0510240000000002,Academic
Volvo,SWEDEN,125,674,76.8,2203,1.6235912000000001,Corporate
"Wuhan Institute of Physics & Mathematics, CAS",CHINA MAINLAND,125,1316,83.2,2203,0.9376848,Research Institute
Sahand University of Technology,IRAN,125,1328,86.4,2203,1.0604360000000002,Academic
Peng Cheng Laboratory,CHINA MAINLAND,125,648,71.2,2203,1.9377120000000003,Research Institute
University of Texas Southwestern Medical Center Dallas,USA,124,995,77.41935483870968,2213,1.2860467741935486,Academic
Hashemite University,JORDAN,124,794,79.83870967741935,2213,1.2009548387096776,Academic
University of Sindh,PAKISTAN,124,751,81.45161290322581,2213,0.6433637096774194,Academic
Perm National Research Polytechnic University,RUSSIA,124,211,45.16129032258064,2213,0.42306774193548385,Academic
Omer Halis Demir University,TURKEY,124,1062,83.06451612903226,2213,0.9328024193548388,Academic
Lithuanian University of Health Sciences,LITHUANIA,124,905,84.67741935483872,2213,0.8761741935483871,Academic
"South China Botanical Garden, CAS",CHINA MAINLAND,124,1981,99.19354838709677,2213,2.033642741935484,Research Institute
Tata Sons,INDIA,124,457,67.74193548387096,2213,0.6738443548387097,Global Corporate
Imam Abdulrahman Bin Faisal University,SAUDI ARABIA,124,890,85.48387096774194,2213,0.9189201612903226,Academic
Museum National d'Histoire Naturelle (MNHN),FRANCE,124,955,83.87096774193549,2213,0.9385387096774195,Government
Baylor University,USA,123,2642,78.04878048780488,2223,1.9145634146341466,Academic
Marquette University,USA,123,1386,82.11382113821138,2223,1.3820430894308944,Academic
Blekinge Institute Technology,SWEDEN,123,550,71.54471544715447,2223,1.323378861788618,Academic
National Changhua University of Education,TAIWAN,123,481,62.601626016260155,2223,0.49589918699186997,Academic
Northern Illinois University,USA,123,1215,73.98373983739837,2223,1.1970666666666667,Academic
CICESE - Centro de Investigacion Cientifica y de Educacion Superior de Ensenada,MEXICO,123,607,70.73170731707317,2223,0.8745325203252033,Academic
National Fusion Research Institute (NFRI),SOUTH KOREA,123,658,84.5528455284553,2223,0.46149349593495936,Research Institute
Kingston University,ENGLAND,123,1169,77.23577235772358,2223,1.3491983739837399,Academic
National Research Foundation - South Africa,SOUTH AFRICA,123,673,68.29268292682927,2223,1.1569325203252034,Academic
Universidad Autonoma de Sinaloa,MEXICO,123,874,91.05691056910568,2223,0.7361772357723577,Academic
University of New Orleans,USA,122,7916,96.72131147540983,2233,3.16769262295082,Academic
Catholic University of Korea,SOUTH KOREA,122,848,80.32786885245902,2233,0.6712360655737705,Academic
Communication University of China,CHINA MAINLAND,122,134,26.229508196721312,2233,0.23506639344262295,Academic
Inje University,SOUTH KOREA,122,1022,71.31147540983606,2233,1.0257688524590165,Academic
Korea Railroad Research Institute (KRRI),SOUTH KOREA,122,1016,87.70491803278688,2233,0.771405737704918,Research Institute
VITO,BELGIUM,122,1712,91.80327868852459,2233,1.425405737704918,Research Institute
National Applied Research Laboratories - Taiwan,TAIWAN,122,281,52.459016393442624,2233,0.3517368852459017,Research Institute
Baylor College of Medicine,USA,121,1207,83.47107438016529,2240,1.0392826446280992,Academic
James Cook University,AUSTRALIA,121,1182,75.20661157024794,2240,1.0874809917355373,Academic
Inner Mongolia University,CHINA MAINLAND,121,680,64.46280991735537,2240,0.7340264462809918,Academic
Yunnan Agricultural University,CHINA MAINLAND,121,801,82.64462809917356,2240,0.8334760330578512,Academic
Andhra University,INDIA,121,702,67.76859504132231,2240,0.72070826446281,Academic
Scuola Normale Superiore di Pisa,ITALY,121,2535,83.47107438016529,2240,1.844525619834711,Academic
Universidad Michoacana de San Nicolas de Hidalgo,MEXICO,121,511,71.900826446281,2240,0.5758206611570248,Academic
Providence University - Taiwan,TAIWAN,121,1195,90.9090909090909,2240,1.3427272727272728,Academic
Erasmus MC,NETHERLANDS,121,785,81.81818181818183,2240,1.0892371900826447,Health
Zavoisky Physical-Technical Institute,RUSSIA,121,261,57.85123966942148,2240,0.21797685950413223,Research Institute
Chinese Academy of Inspection & Quarantine,CHINA MAINLAND,121,1060,88.42975206611571,2240,1.0525438016528927,Research Institute
Xijing University,CHINA MAINLAND,121,228,38.01652892561984,2240,0.35908677685950413,Academic
Korea Institute of Civil Engineering & Building Technology (KICT),SOUTH KOREA,121,562,76.03305785123968,2240,0.4890140495867769,Research Institute
Azerbaijan National Academy of Sciences (ANAS),AZERBAIJAN,121,542,57.02479338842975,2240,0.5170958677685951,National Academy
Jawaharlal Nehru Technological University - Kakinada,INDIA,121,415,72.72727272727273,2240,0.543,Academic
University of Mazandaran,IRAN,121,1514,80.16528925619835,2240,1.2926685950413224,Academic
University Brunei Darussalam,BRUNEI,120,872,65.83333333333333,2256,0.8972450000000001,Academic
Lakehead University,CANADA,120,1263,82.5,2256,1.1323716666666668,Academic
CSIR - Indian Institute of Chemical Technology (IICT),INDIA,120,1090,77.5,2256,0.6426583333333333,Research Institute
Toyo University,JAPAN,120,383,55.833333333333336,2256,0.41853833333333335,Academic
Al-Farabi Kazakh National University,KAZAKHSTAN,120,416,64.16666666666667,2256,0.47310750000000007,Academic
Kyonggi University,SOUTH KOREA,120,744,81.66666666666667,2256,0.7641866666666668,Academic
Institut Laue-Langevin (ILL),FRANCE,120,736,73.33333333333333,2256,0.8060616666666667,Partnership
Korea Aerospace Research Institute (KARI),SOUTH KOREA,120,597,80.83333333333333,2256,0.7690358333333334,Research Institute
Aswan University,EGYPT,120,825,74.16666666666667,2256,1.1747591666666668,Academic
Centre Internacional de Metodes Numerics en Enginyeria (CIMNE),SPAIN,120,1069,80.83333333333333,2256,0.9535183333333334,Research Institute
Harvard T.H. Chan School of Public Health,USA,120,1502,82.5,2256,1.5868441666666666,Academic
Gyeongnam National University of Science and Technology,SOUTH KOREA,120,812,90.0,2256,0.7311391666666667,Academic
Rappaport Faculty of Medicine,ISRAEL,120,1071,78.33333333333333,2256,1.0172808333333334,Health
Centro Brasileiro de Pesquisas Fisicas,BRAZIL,119,2119,79.83193277310924,2269,1.5607949579831935,Government
Universidade Federal da Grande Dourados,BRAZIL,119,697,83.19327731092437,2269,0.7138075630252101,Academic
Universidade Federal de Mato Grosso,BRAZIL,119,948,79.83193277310924,2269,0.8827924369747899,Academic
Fujian Medical University,CHINA MAINLAND,119,946,89.91596638655463,2269,0.9273554621848741,Academic
Minzu University of China,CHINA MAINLAND,119,698,64.70588235294117,2269,0.6564033613445379,Academic
Iran University of Medical Sciences,IRAN,119,1331,83.19327731092437,2269,1.4103394957983193,Academic
Nippon Telegraph & Telephone Corporation,JAPAN,119,568,61.34453781512605,2269,0.8510697478991598,Corporate
Institute of High Energy Physics - IHEP,RUSSIA,119,3354,68.0672268907563,2269,2.2759941176470586,Research Institute
Laboratoire National de Metrologie et d'Essais (LNE),FRANCE,119,384,60.50420168067227,2269,0.43438151260504204,Government
"Northeast Institute of Geography & Agroecology, CAS",CHINA MAINLAND,119,1834,87.39495798319328,2269,1.5277201680672268,Research Institute
University of Petroleum & Energy Studies (UPES),INDIA,119,576,68.90756302521008,2269,0.7307773109243698,Academic
Graphic Era University,INDIA,119,634,69.74789915966386,2269,0.6955941176470588,Academic
University of Birjand,IRAN,119,812,81.5126050420168,2269,0.7985134453781513,Academic
Czech Metrology Institute,CZECH REPUBLIC,119,309,57.14285714285714,2269,0.39754453781512605,Government
Naval Postgraduate School,USA,118,396,55.08474576271186,2283,0.4823025423728814,Academic
Beijing Union University,CHINA MAINLAND,118,552,64.40677966101694,2283,0.511185593220339,Academic
Yanbian University,CHINA MAINLAND,118,797,74.57627118644068,2283,0.7755686440677966,Academic
Assistance Publique Hopitaux Paris (APHP),FRANCE,118,1170,82.20338983050848,2283,1.2915974576271188,Health
Philipps University Marburg,GERMANY (FED REP GER),118,901,78.8135593220339,2283,0.793863559322034,Academic
University of Pecs,HUNGARY,118,831,77.96610169491525,2283,0.7757101694915254,Academic
Irkutsk National Research Technical University (INRTU),RUSSIA,118,136,35.59322033898305,2283,0.3988084745762712,Academic
Universidad de Huelva,SPAIN,118,813,89.83050847457628,2283,0.8773694915254238,Academic
University College of Southeast Norway,NORWAY,118,1016,72.03389830508475,2283,1.0090084745762713,Academic
Institute of Fundamental Technological Research of the Polish Academy of Sciences,POLAND,118,682,74.57627118644068,2283,0.8202322033898306,Research Institute
Royal Holloway University London,ENGLAND,118,1304,80.50847457627118,2283,1.177235593220339,Academic
Yuzuncu Yil University,TURKEY,118,981,88.13559322033898,2283,1.0703152542372882,Academic
Austrian Institute of Technology (AIT),AUSTRIA,118,1166,74.57627118644068,2283,2.274272881355932,Partnership
Catholic University of America,USA,117,1229,70.08547008547008,2296,1.3035444444444444,Academic
Jiaxing University,CHINA MAINLAND,117,1053,74.35897435897436,2296,1.0519846153846155,Academic
Chuo University,JAPAN,117,296,45.2991452991453,2296,0.49824615384615384,Academic
Korea University of Technology & Education,SOUTH KOREA,117,705,79.48717948717949,2296,0.7877923076923077,Academic
Netherlands National Institute for Public Health & the Environment,NETHERLANDS,117,1406,94.87179487179486,2296,1.1853641025641026,Research Institute
Rothamsted Research,ENGLAND,117,1511,88.88888888888889,2296,1.2363264957264959,Research Institute
Daimler AG,GERMANY (FED REP GER),117,366,76.06837606837607,2296,1.5298188034188034,Corporate
Universite des Sciences et de la Technologie d'Oran Mohamed Boudiaf,ALGERIA,117,623,64.95726495726495,2296,0.8125786324786325,Academic
"Institute of Metal Research, CAS",CHINA MAINLAND,117,781,80.34188034188034,2296,0.9528675213675214,Research Institute
"Xinjiang Institute of Ecology & Geography, CAS",CHINA MAINLAND,117,1472,89.74358974358975,2296,1.2907982905982907,Research Institute
"Rzhanov Institute of Semiconductor Physics, Siberian Branch, Russian Academy of Sciences",RUSSIA,117,387,65.8119658119658,2296,0.42936324786324787,Research Institute
Institute of Automation & Electrometry SB RAS,RUSSIA,117,242,60.68376068376068,2296,0.25906410256410256,Research Institute
Universidad Francisco de Paula Santander,COLOMBIA,117,100,33.33333333333333,2296,0.22974102564102566,Academic
Guru Nanak Dev Engineering College Ludhiana,INDIA,117,1799,81.19658119658119,2296,1.1745239316239315,Academic
Amrita Vishwa Vidyapeetham Amritapuri,INDIA,117,275,53.84615384615385,2296,0.7358196581196582,Academic
University of Yaounde I,CAMEROON,117,690,82.05128205128204,2296,0.6421521367521368,Academic
University of Toledo,USA,116,1210,87.06896551724138,2312,1.1826456896551725,Academic
Nanjing University of Chinese Medicine,CHINA MAINLAND,116,1070,88.79310344827587,2312,0.9856758620689656,Academic
Gunma University,JAPAN,116,284,77.58620689655173,2312,0.3997043103448276,Academic
Kitasato University,JAPAN,116,539,75.0,2312,0.7164836206896552,Academic
MIREA - Russian Technological University,RUSSIA,116,231,46.55172413793103,2312,0.3315025862068966,Academic
Sumy State University,UKRAINE,116,439,57.758620689655174,2312,2.9243112068965518,Academic
DSM NV,NETHERLANDS,116,1043,79.3103448275862,2312,1.492739655172414,Corporate
Nokia Bell Labs,USA,116,228,23.275862068965516,2312,0.4873586206896552,Corporate
Qatar Foundation,QATAR,116,1094,68.10344827586206,2312,1.3636982758620688,Academic
Universidad EAFIT,COLOMBIA,116,384,70.6896551724138,2312,0.7055086206896553,Academic
"Kunming Institute of Botany, CAS",CHINA MAINLAND,116,905,83.62068965517241,2312,0.8716267241379312,Research Institute
Wuyi University,CHINA MAINLAND,116,791,74.13793103448276,2312,0.9941689655172415,Academic
Federal Research Center Computer Science & Control of RAS,RUSSIA,116,156,46.55172413793103,2312,0.3379422413793104,Research Institute
Shandong First Medical University & Shandong Academy of Medical Sciences,CHINA MAINLAND,116,1182,85.34482758620689,2312,1.0916758620689655,Academic
University of Engineering & Technology Peshawar,PAKISTAN,116,629,81.03448275862068,2312,0.7790870689655173,Academic
Korea Maritime & Ocean University,SOUTH KOREA,115,507,78.26086956521739,2327,0.5692834782608696,Academic
National Dong Hwa University,TAIWAN,115,975,76.52173913043478,2327,0.9438513043478263,Academic
University of Dundee,SCOTLAND,115,1083,78.26086956521739,2327,1.372282608695652,Academic
Korea National University of Transportation,SOUTH KOREA,115,794,87.82608695652175,2327,0.8358269565217392,Academic
International Maize & Wheat Improvement Center (CIMMYT),MEXICO,115,1478,95.65217391304348,2327,1.83996,Nonprofit
Institute of Problems of Chemical Physics of the Russian Academy of Sciences,RUSSIA,115,419,73.91304347826086,2327,0.4469121739130435,Research Institute
Jiangxi University of Traditional Chinese Medicine,CHINA MAINLAND,115,825,77.39130434782608,2327,1.510935652173913,Academic
"Istituto per i Polimeri, Compositi e Biomateriali (IPCB-CNR)",ITALY,115,1410,85.21739130434783,2327,1.6674626086956523,Research Institute
"Chinese University of Hong Kong, Shenzhen",CHINA MAINLAND,115,1245,80.8695652173913,2327,2.533733043478261,Academic
PLA Information Engineering University,CHINA MAINLAND,115,642,63.47826086956522,2327,0.9373773913043479,Academic
University North - Croatia,CROATIA,115,241,63.47826086956522,2327,0.40673565217391305,Academic
Hitit University,TURKEY,115,1013,77.39130434782608,2327,0.9656173913043479,Academic
Observatoire de la Cote d'Azur,FRANCE,114,940,70.17543859649122,2339,1.777628947368421,Academic
Adnan Menderes University,TURKEY,114,832,80.7017543859649,2339,0.8577078947368421,Academic
Indian Institute of Technology (IIT) - Mandi,INDIA,114,652,67.54385964912281,2339,0.7718894736842106,Academic
Mohammed First University of Oujda,MOROCCO,114,851,81.57894736842105,2339,0.9540105263157895,Academic
Agenzia Spaziale Italiana (ASI),ITALY,114,717,68.42105263157895,2339,1.300111403508772,Government
Institute For Agricultural & Fisheries Research,BELGIUM,114,1405,92.10526315789474,2339,1.2564833333333334,Research Institute
Arak University,IRAN,114,926,85.08771929824562,2339,0.8829649122807017,Academic
University of Essex,ENGLAND,114,830,74.56140350877193,2339,1.2664157894736845,Academic
Namik Kemal University,TURKEY,114,915,82.45614035087719,2339,0.9129280701754386,Academic
Tennessee Technological University,USA,113,1237,84.070796460177,2348,1.227478761061947,Academic
University of Aegean,GREECE,113,859,81.41592920353983,2348,1.2753566371681417,Academic
Indian Statistical Institute Kolkata,INDIA,113,533,71.68141592920354,2348,1.2275486725663718,Academic
Doshisha University,JAPAN,113,479,52.21238938053098,2348,0.6440451327433628,Academic
University of Lagos,NIGERIA,113,472,70.79646017699115,2348,0.6093752212389382,Academic
Vladimir State University,RUSSIA,113,155,30.973451327433626,2348,0.4372380530973452,Academic
Atilim University,TURKEY,113,835,87.61061946902655,2348,0.8914522123893805,Academic
University of Montenegro,MONTENEGRO,113,462,74.33628318584071,2348,0.5458212389380531,Academic
ESIEE Paris,FRANCE,113,597,76.10619469026548,2348,1.1469106194690266,Academic
Polytechnic Institute of Lisbon,PORTUGAL,113,607,75.22123893805309,2348,0.8934734513274337,Academic
Chuzhou University,CHINA MAINLAND,113,973,83.1858407079646,2348,1.0705185840707965,Academic
Ministry of Education of Azerbaijan Republic,AZERBAIJAN,113,642,54.86725663716814,2348,0.9319867256637169,Government
Academy of Military Medical Sciences - China,CHINA MAINLAND,113,1172,71.68141592920354,2348,2.0613353982300886,Research Institute
University of Quebec Trois Rivieres,CANADA,113,868,74.33628318584071,2348,1.2956575221238937,Academic
University of Alaska Fairbanks,USA,112,1279,78.57142857142857,2362,1.0490044642857144,Academic
University of Massachusetts Boston,USA,112,2451,93.75,2362,2.2751437500000002,Academic
Cleveland State University,USA,112,1650,84.82142857142857,2362,1.3568616071428572,Academic
Technical University Freiberg,GERMANY (FED REP GER),112,772,80.35714285714286,2362,1.0156330357142858,Academic
Universitas Sriwijaya,INDONESIA,112,155,51.78571428571429,2362,0.4040857142857143,Academic
Ned University of Engineering & Technology,PAKISTAN,112,361,61.60714285714286,2362,0.5032767857142858,Academic
Tunghai University,TAIWAN,112,661,76.78571428571429,2362,0.7109758928571429,Academic
University of Alabama Birmingham,USA,112,848,79.46428571428571,2362,0.7881633928571429,Academic
Universidad Pontificia Bolivariana,COLOMBIA,112,554,55.35714285714286,2362,0.5763741071428571,Academic
Indian Institute of Technology (IIT) - Jodhpur,INDIA,112,755,69.64285714285714,2362,1.0689303571428572,Academic
Fayoum University,EGYPT,112,1342,72.32142857142857,2362,1.3334142857142857,Academic
Collegium Medicum Jagiellonian University,POLAND,112,1189,79.46428571428571,2362,1.2588526785714287,Academic
"Institute of Information Engineering, CAS",CHINA MAINLAND,112,823,60.71428571428571,2362,1.3520776785714286,Research Institute
Institute of Laser Physics SB RAS,RUSSIA,112,492,59.82142857142857,2362,0.4362026785714286,Research Institute
Universitas Mercu Buana,INDONESIA,112,76,35.714285714285715,2362,0.38493392857142855,Academic
Princess Nourah bint Abdulrahman University,SAUDI ARABIA,112,648,66.96428571428571,2362,1.0951883928571429,Academic
Yonsei University Health System,SOUTH KOREA,112,708,74.10714285714286,2362,0.7956732142857144,Health
Amrita Vishwa Vidyapeetham Bengaluru,INDIA,112,311,51.78571428571429,2362,0.9265696428571429,Academic
Abdus Salam International Centre for Theoretical Physics (ICTP),ITALY,112,953,66.07142857142857,2362,0.8413008928571429,Research Institute
European Southern Observatory,CHILE,112,446,61.60714285714286,2362,1.7657848214285714,Nonprofit
South Valley University Egypt,EGYPT,111,926,90.09009009009009,2382,1.1392990990990992,Academic
Universidade Federal do Maranhao,BRAZIL,111,716,71.17117117117117,2382,0.7038981981981982,Academic
Universite de Haute-Alsace (UHA),FRANCE,111,1942,73.87387387387388,2382,2.013936936936937,Academic
Universiti Utara Malaysia,MALAYSIA,111,472,61.261261261261254,2382,0.4910486486486487,Academic
Kunsan National University,SOUTH KOREA,111,890,86.48648648648648,2382,0.9534549549549549,Academic
National Ilan University,TAIWAN,111,886,76.57657657657657,2382,0.8589945945945947,Academic
Universitat Ramon Llull,SPAIN,111,1564,85.58558558558559,2382,1.6399531531531533,Academic
Qinghai University,CHINA MAINLAND,111,662,68.46846846846847,2382,0.7856468468468468,Academic
Chouaib Doukkali University of El Jadida,MOROCCO,111,675,81.08108108108108,2382,0.8422504504504504,Academic
Indian Institute of Remote Sensing (IIRS),INDIA,111,472,79.27927927927928,2382,0.8518639639639639,Research Institute
Punjab Engineering College (Deemed University),INDIA,111,650,81.98198198198197,2382,0.7604495495495496,Academic
Institute of Scientific Instruments of the Czech Academy of Sciences,CZECH REPUBLIC,111,336,54.054054054054056,2382,0.4636513513513513,Research Institute
Jaypee Institute of Information Technology (JIIT),INDIA,111,822,72.97297297297297,2382,0.7438576576576577,Research Institute
CY Cergy Paris Universite,FRANCE,111,775,75.67567567567568,2382,0.9380396396396397,Academic
Universidad Austral de Chile,CHILE,111,1065,82.88288288288288,2382,1.1618342342342343,Academic
Wright State University Dayton,USA,110,759,72.72727272727273,2397,1.1326863636363638,Academic
Osaka City University,JAPAN,110,609,74.54545454545455,2397,0.6143427272727273,Academic
Saga University,JAPAN,110,465,64.54545454545455,2397,0.6567081818181818,Academic
University of Ryukyus,JAPAN,110,609,78.18181818181819,2397,0.6864681818181819,Academic
Ufa State Petroleum Technological University,RUSSIA,110,63,23.636363636363637,2397,0.3547509090909091,Academic
Lincoln Laboratory,USA,110,604,72.72727272727273,2397,0.8795563636363636,Academic
Belgian Nuclear Research Centre (SCK-CEN),BELGIUM,110,623,78.18181818181819,2397,0.5297572727272727,Government
Universite Abou Bekr Belkaid,ALGERIA,110,626,60.909090909090914,2397,0.6038018181818182,Academic
Luoyang Normal University,CHINA MAINLAND,110,768,71.81818181818181,2397,1.0436727272727273,Academic
CSIC - Instituto de Investigaciones Marinas (IIM),SPAIN,110,1149,95.45454545454545,2397,0.962989090909091,Research Institute
"Academic Center for Education, Culture & Research (ACECR)",IRAN,110,1357,89.0909090909091,2397,1.2153172727272727,Academic
Universitas Trisakti,INDONESIA,110,49,23.636363636363637,2397,0.3307418181818182,Academic
"Institute of Plant Protection, CAAS",CHINA MAINLAND,110,982,91.81818181818183,2397,1.0569063636363638,Research Institute
Industrial University of Ho Chi Minh City,VIETNAM,110,539,73.63636363636363,2397,0.8154945454545455,Academic
UK Atomic Energy Authority,ENGLAND,110,708,89.0909090909091,2397,0.5672181818181818,Government
Erzincan Binali Yildirim University,TURKEY,110,2386,78.18181818181819,2397,1.8872163636363637,Academic
Ozyegin University,TURKEY,110,1693,76.36363636363637,2397,1.5394472727272728,Academic
Srinakharinwirot University,THAILAND,110,567,77.27272727272727,2397,0.7479372727272727,Academic
Universidade Federal de Alfenas,BRAZIL,109,1124,89.90825688073394,2415,1.4193522935779819,Academic
Sichuan Normal University,CHINA MAINLAND,109,972,65.13761467889908,2415,1.2711550458715597,Academic
Universite d'Evry-Val-d'Essonne,FRANCE,109,582,72.47706422018348,2415,1.0261486238532112,Academic
University of Colombo,SRI LANKA,109,147,33.02752293577982,2415,0.3890899082568807,Academic
National University Kaohsiung,TAIWAN,109,572,68.80733944954129,2415,0.5849266055045872,Academic
University of Deusto,SPAIN,109,889,71.55963302752293,2415,1.3037926605504588,Academic
Universite Constantine,ALGERIA,109,766,80.73394495412845,2415,0.6839752293577982,Academic
Center for Physical Sciences & Technology - Lithuania,LITHUANIA,109,441,62.38532110091744,2415,0.6509853211009174,Research Institute
British University in Egypt,EGYPT,109,2088,76.14678899082568,2415,1.9142954128440368,Academic
CSIC - Centro Nacional de Microelectronica (CNM),SPAIN,109,842,84.40366972477065,2415,0.857854128440367,Research Institute
"Institute of Geology & Geophysics, CAS",CHINA MAINLAND,109,639,85.3211009174312,2415,0.6214908256880735,Research Institute
Australian Wine Research Institute,AUSTRALIA,109,1450,98.1651376146789,2415,1.348587155963303,Research Institute
Poznan University of Medical Sciences,POLAND,109,995,91.74311926605505,2415,0.9005009174311926,Academic
Zurich University of Applied Sciences,SWITZERLAND,109,1345,78.89908256880734,2415,1.1754660550458715,Academic
Georgia Southern University,USA,108,1021,75.92592592592592,2429,1.4581453703703704,Academic
Villanova University,USA,108,651,79.62962962962963,2429,1.329987962962963,Academic
American University Cairo,EGYPT,108,870,78.70370370370371,2429,0.9341777777777778,Academic
Zhejiang University of Finance & Economics,CHINA MAINLAND,108,1051,86.11111111111111,2429,1.1452055555555556,Academic
Pakistan Institute of Engineering & Applied Science,PAKISTAN,108,902,77.77777777777779,2429,1.1393787037037038,Academic
University of the Philippines Los Banos,PHILIPPINES,108,554,65.74074074074075,2429,0.6267425925925926,Academic
Sunchon National University,SOUTH KOREA,108,709,85.18518518518519,2429,0.7400148148148148,Academic
China Institute of Atomic Energy,CHINA MAINLAND,108,398,69.44444444444444,2429,0.45775462962962965,Research Institute
Ecole nationale superieure de chimie de Montpellier,FRANCE,108,946,91.66666666666666,2429,1.0662851851851853,Academic
United States Environmental Protection Agency,USA,108,1673,87.03703703703704,2429,1.5329398148148148,Government
UNICANCER,FRANCE,108,1346,85.18518518518519,2429,1.4815435185185184,Health
Kemerovo State University,RUSSIA,108,292,70.37037037037037,2429,0.35300925925925924,Academic
CNRS - Institute for Humanities & Social Sciences (INSHS),FRANCE,108,871,87.96296296296296,2429,1.4036592592592594,Research Institute
Universidad Catolica de Murcia,SPAIN,108,838,88.88888888888889,2429,0.9351574074074074,Academic
Department of Biotechnology (DBT) India,INDIA,108,1733,82.4074074074074,2429,1.4796851851851853,Government
U.S. Army Corps of Engineers,USA,108,751,74.07407407407408,2429,0.7883231481481482,Government
Italfarmaco,ITALY,108,1017,93.51851851851852,2429,1.4343212962962963,Global Corporate
TOBB Ekonomi ve Teknoloji University,TURKEY,108,1335,83.33333333333334,2429,1.1331574074074073,Academic
Mae Fah Luang University,THAILAND,108,951,76.85185185185185,2429,0.8756074074074074,Academic
Georgia State University,USA,107,867,78.50467289719626,2448,1.6601355140186915,Academic
Hanbat National University,SOUTH KOREA,107,598,80.37383177570094,2448,0.7458663551401871,Academic
Tomsk State University of Control Systems & Radioelectronics,RUSSIA,107,328,47.66355140186916,2448,0.40609532710280377,Academic
University of Shizuoka,JAPAN,107,483,81.30841121495327,2448,0.4534242990654206,Academic
International Livestock Research Institute (ILRI),KENYA,107,1413,89.7196261682243,2448,1.616885981308411,Research Institute
Oslo Metropolitan University (OsloMet),NORWAY,107,361,45.794392523364486,2448,1.1429943925233645,Academic
"Nanjing Institute of Geography & Limnology, CAS",CHINA MAINLAND,107,1218,92.5233644859813,2448,1.3227065420560749,Research Institute
Krasnoyarsk State Agrarian University,RUSSIA,107,26,7.476635514018691,2448,0.3278093457943925,Academic
Constanta Maritime University,ROMANIA,107,79,36.44859813084112,2448,0.4900233644859813,Academic
National Institute of Food & Drug Safety Evaluation,SOUTH KOREA,107,916,96.26168224299066,2448,0.8013598130841122,Government
Faculty of Sciences Sfax,TUNISIA,107,973,86.91588785046729,2448,0.9283383177570094,Academic
Research Institute of Brewing & Malting (VUPS),CZECH REPUBLIC,107,247,62.616822429906534,2448,0.2387532710280374,Research Institute
Jeol Ltd,JAPAN,107,821,81.30841121495327,2448,0.8020635514018692,Global Corporate
Bulent Ecevit University,TURKEY,107,886,81.30841121495327,2448,1.0683224299065421,Academic
Instituto Universitario de Lisboa,PORTUGAL,107,547,70.09345794392523,2448,0.7759420560747664,Academic
Universite de Toulon,FRANCE,107,620,84.11214953271028,2448,0.9056177570093458,Academic
Chengdu University of Traditional Chinese Medicine,CHINA MAINLAND,106,902,91.50943396226415,2464,1.1418924528301888,Academic
Dalian Medical University,CHINA MAINLAND,106,897,80.18867924528303,2464,1.035361320754717,Academic
Dalian University,CHINA MAINLAND,106,191,44.339622641509436,2464,0.3426679245283019,Academic
Tianjin Agricultural University,CHINA MAINLAND,106,499,71.69811320754717,2464,0.6252377358490566,Academic
Aoyama Gakuin University,JAPAN,106,620,66.98113207547169,2464,1.3503047169811322,Academic
University Nacional Agraria La Molina,PERU,106,658,74.52830188679245,2464,0.8668518867924528,Academic
Korea Aerospace University,SOUTH KOREA,106,526,86.79245283018868,2464,0.7969056603773585,Academic
Omsk State Technical University,RUSSIA,106,136,38.67924528301887,2464,0.36565188679245286,Academic
Cankaya University,TURKEY,106,956,87.73584905660378,2464,2.195903773584906,Academic
Honeywell,USA,106,479,48.113207547169814,2464,1.1357056603773585,Global Corporate
Landmark University,NIGERIA,106,490,80.18867924528303,2464,1.0222830188679246,Academic
"Lanzhou Institute of Chemical Physics, CAS",CHINA MAINLAND,106,1589,89.62264150943396,2464,1.5260867924528303,Research Institute
Culham Science Centre,ENGLAND,106,705,90.56603773584906,2464,0.5832547169811321,Government
Bournemouth University,ENGLAND,106,764,70.75471698113208,2464,0.8415075471698115,Academic
Tokyo City University,JAPAN,106,325,51.886792452830186,2464,0.41909433962264153,Academic
Universidad Autonoma de Yucatan,MEXICO,106,619,81.13207547169812,2464,0.6688556603773586,Academic
University of North Dakota Grand Forks,USA,105,884,79.04761904761905,2480,0.9148314285714285,Academic
Comando-Geral de Tecnologia Aeroespacial (CTA),BRAZIL,105,393,62.857142857142854,2480,0.5826219047619048,Government
Universite de Savoie,FRANCE,105,1483,78.0952380952381,2480,1.220461904761905,Academic
