Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
Pontificia Universidade Catolica de Sao Paulo,325,56,10.153846153846153,143,0.23031846153846153,BRAZIL,Academic
University of Arizona,324,759,47.839506172839506,145,1.6293811728395065,USA,Academic
University of Munster,324,179,24.382716049382715,145,0.42708240740740744,GERMANY (FED REP GER),Academic
Universidad Nacional de Educacion a Distancia (UNED),324,80,14.506172839506174,145,0.3464583333333333,SPAIN,Academic
Leiden University,322,696,40.993788819875775,148,2.376737888198758,NETHERLANDS,Academic
University of Otago,318,774,48.742138364779876,149,1.619972641509434,NEW ZEALAND,Academic
Universite Catholique Louvain,316,198,15.18987341772152,150,0.36010949367088607,BELGIUM,Academic
Czech Academy of Sciences,313,212,29.712460063897762,151,1.0167408945686902,CZECH REPUBLIC,National Academy
University of California Los Angeles,312,584,38.46153846153847,152,1.4817342948717949,USA,Academic
Goethe University Frankfurt,312,396,29.48717948717949,152,0.9186692307692308,GERMANY (FED REP GER),Academic
University of Milan,311,448,31.511254019292608,154,0.9779996784565917,ITALY,Academic
Stockholm University,309,654,49.83818770226537,155,2.286635922330097,SWEDEN,Academic
Florida State University,307,559,33.876221498371336,156,1.6475348534201955,USA,Academic
University of Southern California,306,695,51.633986928104584,157,2.3483539215686275,USA,Academic
Autonomous University of Madrid,306,87,13.398692810457517,157,0.5359169934640523,SPAIN,Academic
University of York - UK,304,582,50.32894736842105,159,1.5930805921052633,ENGLAND,Academic
University of Quebec,303,407,24.422442244224424,160,0.8984801980198021,CANADA,Academic System
Marquette University,302,201,27.1523178807947,161,0.5557503311258278,USA,Academic
University of Haifa,301,392,38.53820598006645,162,1.1328388704318937,ISRAEL,Academic
University of Bologna,301,229,26.910299003322258,162,0.6369863787375415,ITALY,Academic
International Islamic University Malaysia,300,281,28.000000000000004,164,0.5655359999999999,MALAYSIA,Academic
Trinity College Dublin,298,280,29.86577181208054,165,1.1245248322147652,IRELAND,Academic
University of Warsaw,297,306,32.996632996633,166,1.074024915824916,POLAND,Academic
University of Valencia,297,355,21.21212121212121,166,0.691313468013468,SPAIN,Academic
University of California Irvine,296,630,46.62162162162162,168,1.7984452702702702,USA,Academic
Texas A&M University System,296,631,39.52702702702703,168,1.8270722972972973,USA,Academic System
University of California San Diego,295,735,48.13559322033898,170,1.9212216949152543,USA,Academic
University of Minnesota Twin Cities,295,580,37.28813559322034,170,1.3564071186440678,USA,Academic
Ghent University,295,918,54.91525423728814,170,1.7451620338983052,BELGIUM,Academic
University of Queensland,293,866,46.075085324232084,173,1.7267829351535837,AUSTRALIA,Academic
CNRS - Institute for Humanities & Social Sciences (INSHS),293,298,24.914675767918087,173,0.8313713310580205,FRANCE,Research Institute
Western University (University of Western Ontario),291,823,44.329896907216494,175,1.7815841924398625,CANADA,Academic
Ministry of Education & Science of Ukraine,289,418,41.17647058823529,176,1.2375733564013842,UKRAINE,Government
